condition,model,sentence,target_phrase,avg_sentence_prob,target_phrase_prob,surprisal_after_mask
noun_only,koelectra-base,어제 저녁에 혼자서 할아버지께서 핸드폰을 샀다.,핸드폰을 샀다,-3.759704323278533,-2.372963160276413,21.06275652700438
all_honorific,koelectra-base,어제 저녁에 혼자서 할아버지께서 핸드폰을 사셨다.,핸드폰을 사셨다,-3.2719148986041544,-2.6864052303135395,21.536026640815898
no_honorific,koelectra-base,어제 저녁에 혼자서 할아버지가 편지를 썼다.,편지를 썼다,-3.5589072117581964,-1.2467747926712036,21.460950022338853
verb_only,koelectra-base,어제 저녁에 혼자서 할아버지가 편지를 쓰셨다.,편지를 쓰셨다,-2.8199781154592833,-1.442198654015859,21.90754631493215
noun_only,koelectra-base,어제 저녁에 혼자서 할아버지께서 편지를 썼다.,편지를 썼다,-4.280598415993154,-1.0536292493343353,21.77305450609623
all_honorific,koelectra-base,어제 저녁에 혼자서 할아버지께서 편지를 쓰셨다.,편지를 쓰셨다,-3.140420307715734,-1.2990484635035198,22.061739080389714
no_honorific,koelectra-base,어제 저녁에 혼자서 할아버지가 노래를 불렀다.,노래를 불렀다,-3.164222013670951,-1.2434645295143127,22.07748581190271
verb_only,koelectra-base,어제 저녁에 혼자서 할아버지가 노래를 부르셨다.,노래를 부르셨다,-2.9255707615779505,-2.1245236545801163,22.344178620665065
noun_only,koelectra-base,어제 저녁에 혼자서 할아버지께서 노래를 불렀다.,노래를 불렀다,-3.725029820809141,-0.5216483771800995,22.076551602143223
all_honorific,koelectra-base,어제 저녁에 혼자서 할아버지께서 노래를 부르셨다.,노래를 부르셨다,-2.9350871352685823,-0.92873648305734,22.084922341726017
no_honorific,koelectra-base,어제 저녁에 혼자서 할아버지가 티비를 봤다.,티비를 봤다,-4.223399648235904,-4.142960826555888,21.31766646039082
verb_only,koelectra-base,어제 저녁에 혼자서 할아버지가 티비를 보셨다.,티비를 보셨다,-3.7366073608398436,-3.632466122508049,21.6114128280645
noun_only,koelectra-base,어제 저녁에 혼자서 할아버지께서 티비를 봤다.,티비를 봤다,-4.5065638638204994,-4.095601836840312,20.810074112911916
all_honorific,koelectra-base,어제 저녁에 혼자서 할아버지께서 티비를 보셨다.,티비를 보셨다,-3.678435169160366,-3.0570196956396103,21.364004089978092
no_honorific,koelectra-base,어제 저녁에 혼자서 할아버지가 산책을 했다.,산책을 했다,-3.864653686682383,-2.9267713526884713,21.526837263814997
verb_only,koelectra-base,어제 저녁에 혼자서 할아버지가 산책을 하셨다.,산책을 하셨다,-3.0152580864727496,-1.8629279620945454,22.108921488758018
noun_only,koelectra-base,어제 저녁에 혼자서 할아버지께서 산책을 했다.,산책을 했다,-3.699389230046007,-2.1608973344167075,21.172828175278994
all_honorific,koelectra-base,어제 저녁에 혼자서 할아버지께서 산책을 하셨다.,산책을 하셨다,-2.9025378368794916,-1.6704958099871874,21.8008950576179
no_honorific,koelectra-base,어제 저녁에 혼자서 할아버지가 정원을 가꿨다.,정원을 가꿨다,-2.888570582663471,-1.617881715297699,21.74567624394008
verb_only,koelectra-base,어제 저녁에 혼자서 할아버지가 정원을 가꾸셨다.,정원을 가꾸셨다,-2.989683918316256,-2.5382343508303165,21.84272261416894
noun_only,koelectra-base,어제 저녁에 혼자서 할아버지께서 정원을 가꿨다.,정원을 가꿨다,-3.5907912325452673,-2.5228355176746846,22.188746204260084
all_honorific,koelectra-base,어제 저녁에 혼자서 할아버지께서 정원을 가꾸셨다.,정원을 가꾸셨다,-2.617284621535377,-1.4696867238730191,21.75570902386081
no_honorific,koelectra-base,어제 저녁에 혼자서 할아버지가 빨래를 널었다.,빨래를 널었다,-2.8054232228547336,-1.5653085075318813,21.14970545183579
verb_only,koelectra-base,어제 저녁에 혼자서 할아버지가 빨래를 널으셨다.,빨래를 널으셨다,-2.6067083098671655,-1.6668310575187206,22.177567331954002
noun_only,koelectra-base,어제 저녁에 혼자서 할아버지께서 빨래를 널었다.,빨래를 널었다,-3.5035337410867213,-1.9629962779581547,22.06104289461902
all_honorific,koelectra-base,어제 저녁에 혼자서 할아버지께서 빨래를 널으셨다.,빨래를 널으셨다,-2.6283179714598437,-1.3566148273646832,21.867730267465603
no_honorific,koelectra-base,어제 저녁에 혼자서 사장님이 책을 읽었다.,책을 읽었다,-2.916294058991803,-1.5111064439018567,20.81708550162229
verb_only,koelectra-base,어제 저녁에 혼자서 사장님이 책을 읽으셨다.,책을 읽으셨다,-2.516586014442146,-0.9949706415645778,21.231577448813727
noun_only,koelectra-base,어제 저녁에 혼자서 사장님께서 책을 읽었다.,책을 읽었다,-3.4013270205921597,-1.9282024055719376,20.7225459505124
all_honorific,koelectra-base,어제 저녁에 혼자서 사장님께서 책을 읽으셨다.,책을 읽으셨다,-2.501594884879887,-0.9996779118664563,20.99848454658514
no_honorific,koelectra-base,어제 저녁에 혼자서 사장님이 파스타를 먹었다.,파스타를 먹었다,-2.4851918298751117,-1.3070842819288373,20.173608973766076
verb_only,koelectra-base,어제 저녁에 혼자서 사장님이 파스타를 드셨다.,파스타를 드셨다,-2.3749396909366953,-1.2824379533529282,21.2982076553416
noun_only,koelectra-base,어제 저녁에 혼자서 사장님께서 파스타를 먹었다.,파스타를 먹었다,-2.901123251020908,-1.5569545440375805,20.385963520023022
all_honorific,koelectra-base,어제 저녁에 혼자서 사장님께서 파스타를 드셨다.,파스타를 드셨다,-2.531254817816344,-1.3410448595881461,21.156067434056506
no_honorific,koelectra-base,어제 저녁에 혼자서 사장님이 호통을 쳤다.,호통을 쳤다,-2.5885920549432435,-0.4065965712070465,20.421397449545587
verb_only,koelectra-base,어제 저녁에 혼자서 사장님이 호통을 치셨다.,호통을 치셨다,-2.3147054471075537,-0.48163858242332935,21.53593720983745
noun_only,koelectra-base,어제 저녁에 혼자서 사장님께서 호통을 쳤다.,호통을 쳤다,-3.288790062897735,-1.0650652001301448,20.149457106140108
all_honorific,koelectra-base,어제 저녁에 혼자서 사장님께서 호통을 치셨다.,호통을 치셨다,-2.4910587437450884,-0.614780692383647,21.246307418894826
no_honorific,koelectra-base,어제 저녁에 혼자서 사장님이 핸드폰을 샀다.,핸드폰을 샀다,-2.9952718946668835,-2.3623264928658805,20.00834052559295
verb_only,koelectra-base,어제 저녁에 혼자서 사장님이 핸드폰을 사셨다.,핸드폰을 사셨다,-2.8838970214128494,-2.5799729228019714,20.614514704407625
noun_only,koelectra-base,어제 저녁에 혼자서 사장님께서 핸드폰을 샀다.,핸드폰을 샀다,-3.3456298493676715,-2.576781635483106,20.220011268830067
all_honorific,koelectra-base,어제 저녁에 혼자서 사장님께서 핸드폰을 사셨다.,핸드폰을 사셨다,-3.0216981574892996,-2.7267277725040913,20.689053361152773
no_honorific,koelectra-base,어제 저녁에 혼자서 사장님이 편지를 썼다.,편지를 썼다,-3.5079900678247213,-1.4375182390213013,20.464968222245776
verb_only,koelectra-base,어제 저녁에 혼자서 사장님이 편지를 쓰셨다.,편지를 쓰셨다,-2.969828070865737,-1.564922312895457,21.67310094113718
noun_only,koelectra-base,어제 저녁에 혼자서 사장님께서 편지를 썼다.,편지를 썼다,-4.106945154257119,-1.6322986483573914,20.408845467755018
all_honorific,koelectra-base,어제 저녁에 혼자서 사장님께서 편지를 쓰셨다.,편지를 쓰셨다,-3.1908195325069957,-1.8100910186767578,21.52331781084774
no_honorific,koelectra-base,어제 저녁에 혼자서 사장님이 노래를 불렀다.,노래를 불렀다,-2.8997146231122315,-1.1629117652773857,21.07969337846135
verb_only,koelectra-base,어제 저녁에 혼자서 사장님이 노래를 부르셨다.,노래를 부르셨다,-2.747560343808598,-1.4378652945160866,21.689839668580355
noun_only,koelectra-base,어제 저녁에 혼자서 사장님께서 노래를 불렀다.,노래를 불렀다,-3.3458744608797133,-0.7389478385448456,21.0437049768724
all_honorific,koelectra-base,어제 저녁에 혼자서 사장님께서 노래를 부르셨다.,노래를 부르셨다,-3.0443487827562623,-1.600352947289745,21.729237454240007
no_honorific,koelectra-base,어제 저녁에 혼자서 사장님이 티비를 봤다.,티비를 봤다,-3.5798942661947675,-3.744521677494049,20.304050247208878
verb_only,koelectra-base,어제 저녁에 혼자서 사장님이 티비를 보셨다.,티비를 보셨다,-2.968428598344326,-2.546264410018921,20.92206233584774
noun_only,koelectra-base,어제 저녁에 혼자서 사장님께서 티비를 봤다.,티비를 봤다,-3.7903954784075418,-3.7844350337982178,19.8927599290459
all_honorific,koelectra-base,어제 저녁에 혼자서 사장님께서 티비를 보셨다.,티비를 보셨다,-3.0646211236715315,-2.5787810534238815,20.7090116038201
no_honorific,koelectra-base,어제 저녁에 혼자서 사장님이 산책을 했다.,산책을 했다,-4.132471473680602,-3.7734627152482667,20.410796438946406
verb_only,koelectra-base,어제 저녁에 혼자서 사장님이 산책을 하셨다.,산책을 하셨다,-3.19386974722147,-2.2111078556627035,20.3943507699403
noun_only,koelectra-base,어제 저녁에 혼자서 사장님께서 산책을 했다.,산책을 했다,-4.331682184504138,-4.0625319480896,19.821080311888696
all_honorific,koelectra-base,어제 저녁에 혼자서 사장님께서 산책을 하셨다.,산책을 하셨다,-3.20705681592226,-2.2230735663324594,20.360728849627225
no_honorific,koelectra-base,어제 저녁에 혼자서 사장님이 정원을 가꿨다.,정원을 가꿨다,-3.271810767325488,-2.5200265809893607,20.754302203028917
verb_only,koelectra-base,어제 저녁에 혼자서 사장님이 정원을 가꾸셨다.,정원을 가꾸셨다,-2.7788288930261675,-2.020004112645984,20.724403363141718
noun_only,koelectra-base,어제 저녁에 혼자서 사장님께서 정원을 가꿨다.,정원을 가꿨다,-3.7041728767481716,-2.967943477630615,20.579931057110926
all_honorific,koelectra-base,어제 저녁에 혼자서 사장님께서 정원을 가꾸셨다.,정원을 가꾸셨다,-2.7533438058400694,-1.751877788081765,20.48232883895447
no_honorific,koelectra-base,어제 저녁에 혼자서 사장님이 빨래를 널었다.,빨래를 널었다,-2.71453702300787,-1.575179485604167,20.688995574982084
verb_only,koelectra-base,어제 저녁에 혼자서 사장님이 빨래를 널으셨다.,빨래를 널으셨다,-2.5747112706303596,-1.5249422803521155,21.166413910332412
noun_only,koelectra-base,어제 저녁에 혼자서 사장님께서 빨래를 널었다.,빨래를 널었다,-3.249234914034605,-2.140167087316513,20.738479799149538
all_honorific,koelectra-base,어제 저녁에 혼자서 사장님께서 빨래를 널으셨다.,빨래를 널으셨다,-2.6772833696820517,-1.6880265846848488,20.93488261057366
no_honorific,koelectra-base,어제 저녁에 혼자서 팀장님이 책을 읽었다.,책을 읽었다,-3.7232321956091456,-1.661892220377922,21.01971958845247
verb_only,koelectra-base,어제 저녁에 혼자서 팀장님이 책을 읽으셨다.,책을 읽으셨다,-2.950879584439099,-1.0163868987001479,20.985259768664392
noun_only,koelectra-base,어제 저녁에 혼자서 팀장님께서 책을 읽었다.,책을 읽었다,-4.2110108377205,-1.9621922398606937,21.127117938402073
all_honorific,koelectra-base,어제 저녁에 혼자서 팀장님께서 책을 읽으셨다.,책을 읽으셨다,-3.0257656291127204,-0.9607119262218475,21.05308284685865
no_honorific,koelectra-base,어제 저녁에 혼자서 팀장님이 파스타를 먹었다.,파스타를 먹었다,-3.1760928861796858,-1.4310605321079493,20.78741918227906
verb_only,koelectra-base,어제 저녁에 혼자서 팀장님이 파스타를 드셨다.,파스타를 드셨다,-2.772218195552176,-1.3020330742001534,21.795335202480807
noun_only,koelectra-base,어제 저녁에 혼자서 팀장님께서 파스타를 먹었다.,파스타를 먹었다,-3.540520990639925,-1.5947185214608908,20.958532288859104
all_honorific,koelectra-base,어제 저녁에 혼자서 팀장님께서 파스타를 드셨다.,파스타를 드셨다,-2.906582325696945,-1.3213996857404708,21.6200243433585
no_honorific,koelectra-base,어제 저녁에 혼자서 팀장님이 호통을 쳤다.,호통을 쳤다,-3.3214989776412644,-0.5971579154332479,21.262378853652653
verb_only,koelectra-base,어제 저녁에 혼자서 팀장님이 호통을 치셨다.,호통을 치셨다,-2.7477656200528147,-0.5537736844271421,21.466009063996633
noun_only,koelectra-base,어제 저녁에 혼자서 팀장님께서 호통을 쳤다.,호통을 쳤다,-4.044518693453735,-1.3475169638792674,21.089525282645877
all_honorific,koelectra-base,어제 저녁에 혼자서 팀장님께서 호통을 치셨다.,호통을 치셨다,-2.938167438656092,-0.6784214191138744,21.632618976846487
no_honorific,koelectra-base,어제 저녁에 혼자서 팀장님이 핸드폰을 샀다.,핸드폰을 샀다,-3.467184705866708,-2.51592418551445,20.270421447589765
verb_only,koelectra-base,어제 저녁에 혼자서 팀장님이 핸드폰을 사셨다.,핸드폰을 사셨다,-3.2516516983509063,-2.6018334440886974,21.13582438811935
noun_only,koelectra-base,어제 저녁에 혼자서 팀장님께서 핸드폰을 샀다.,핸드폰을 샀다,-3.7685093217425876,-2.7259733279546103,20.377197908273846
all_honorific,koelectra-base,어제 저녁에 혼자서 팀장님께서 핸드폰을 사셨다.,핸드폰을 사셨다,-3.3496901094913483,-2.6550682596862316,21.14555723029698
no_honorific,koelectra-base,어제 저녁에 혼자서 팀장님이 편지를 썼다.,편지를 썼다,-4.311781570315361,-1.7555119395256042,21.028797520695615
verb_only,koelectra-base,어제 저녁에 혼자서 팀장님이 편지를 쓰셨다.,편지를 쓰셨다,-3.473600704636839,-1.8211288849512737,21.41822540428091
noun_only,koelectra-base,어제 저녁에 혼자서 팀장님께서 편지를 썼다.,편지를 썼다,-4.872078141197562,-1.8254485726356506,21.023942106496456
all_honorific,koelectra-base,어제 저녁에 혼자서 팀장님께서 편지를 쓰셨다.,편지를 쓰셨다,-3.6584241837263107,-1.929644783337911,21.64024399965514
no_honorific,koelectra-base,어제 저녁에 혼자서 팀장님이 노래를 불렀다.,노래를 불렀다,-3.611632417421788,-1.3016840368509293,21.586256581757496
verb_only,koelectra-base,어제 저녁에 혼자서 팀장님이 노래를 부르셨다.,노래를 부르셨다,-3.229283591525422,-1.651021481802066,21.26410005602249
noun_only,koelectra-base,어제 저녁에 혼자서 팀장님께서 노래를 불렀다.,노래를 불렀다,-4.089198036119342,-0.9391884356737137,21.65438372527848
all_honorific,koelectra-base,어제 저녁에 혼자서 팀장님께서 노래를 부르셨다.,노래를 부르셨다,-3.509834735550814,-1.7007397580891848,21.638636993765477
no_honorific,koelectra-base,어제 저녁에 혼자서 팀장님이 티비를 봤다.,티비를 봤다,-3.9972218953900867,-3.4837920665740967,20.385331999729054
verb_only,koelectra-base,어제 저녁에 혼자서 팀장님이 티비를 보셨다.,티비를 보셨다,-3.3290955498814583,-2.3162205815315247,20.941449596114204
noun_only,koelectra-base,어제 저녁에 혼자서 팀장님께서 티비를 봤다.,티비를 봤다,-4.198388387759526,-3.511502265930176,20.35346705417719
all_honorific,koelectra-base,어제 저녁에 혼자서 팀장님께서 티비를 보셨다.,티비를 보셨다,-3.4199841901659966,-2.3439430594444275,21.053483222469858
no_honorific,koelectra-base,어제 저녁에 혼자서 팀장님이 산책을 했다.,산책을 했다,-4.574437760644489,-3.8122187008460364,20.426998580518887
verb_only,koelectra-base,어제 저녁에 혼자서 팀장님이 산책을 하셨다.,산책을 하셨다,-3.5743213087320327,-2.3946483191102743,20.82007937560851
noun_only,koelectra-base,어제 저녁에 혼자서 팀장님께서 산책을 했다.,산책을 했다,-4.751493917571174,-3.838759603599707,20.347468299315096
all_honorific,koelectra-base,어제 저녁에 혼자서 팀장님께서 산책을 하셨다.,산책을 하셨다,-3.641611521691084,-2.33961527235806,20.78844007129458
no_honorific,koelectra-base,어제 저녁에 혼자서 팀장님이 정원을 가꿨다.,정원을 가꿨다,-4.029831257733432,-2.6865387693047524,21.089076751892424
verb_only,koelectra-base,어제 저녁에 혼자서 팀장님이 정원을 가꾸셨다.,정원을 가꾸셨다,-3.3428942425684496,-2.168561252951622,21.04701117135259
noun_only,koelectra-base,어제 저녁에 혼자서 팀장님께서 정원을 가꿨다.,정원을 가꿨다,-4.418670673939315,-3.0572766229510306,21.084971182051028
all_honorific,koelectra-base,어제 저녁에 혼자서 팀장님께서 정원을 가꾸셨다.,정원을 가꾸셨다,-3.3547450972890314,-1.8568364392966032,20.81543721989642
no_honorific,koelectra-base,어제 저녁에 혼자서 팀장님이 빨래를 널었다.,빨래를 널었다,-3.4725576870143415,-1.6311800386756659,21.208998190547252
verb_only,koelectra-base,어제 저녁에 혼자서 팀장님이 빨래를 널으셨다.,빨래를 널으셨다,-3.1075859930027616,-1.6115232929587364,21.43262929525597
noun_only,koelectra-base,어제 저녁에 혼자서 팀장님께서 빨래를 널었다.,빨래를 널었다,-4.031731706112623,-2.246665593236685,21.198515504011862
all_honorific,koelectra-base,어제 저녁에 혼자서 팀장님께서 빨래를 널으셨다.,빨래를 널으셨다,-3.251764227382161,-1.7373090215027331,21.298744241212294
no_honorific,koelectra-base,어제 저녁에 혼자서 이모님이 책을 읽었다.,책을 읽었다,-3.453460972342226,-1.6339139988025029,21.290467060191567
verb_only,koelectra-base,어제 저녁에 혼자서 이모님이 책을 읽으셨다.,책을 읽으셨다,-2.740890980139375,-1.0038121556863189,21.608297878292074
noun_only,koelectra-base,어제 저녁에 혼자서 이모님께서 책을 읽었다.,책을 읽었다,-4.284227690762943,-2.0088985910018287,21.38483187692818
all_honorific,koelectra-base,어제 저녁에 혼자서 이모님께서 책을 읽으셨다.,책을 읽으셨다,-3.068978627678007,-1.0235359144862741,21.75751690548668
no_honorific,koelectra-base,어제 저녁에 혼자서 이모님이 파스타를 먹었다.,파스타를 먹었다,-2.8315537221729756,-1.0619384348392487,20.906411914619227
verb_only,koelectra-base,어제 저녁에 혼자서 이모님이 파스타를 드셨다.,파스타를 드셨다,-2.5648152726617726,-1.2201984152197838,22.017447356417108
noun_only,koelectra-base,어제 저녁에 혼자서 이모님께서 파스타를 먹었다.,파스타를 먹었다,-3.4808273766189815,-1.2992212260141969,20.99963063897049
all_honorific,koelectra-base,어제 저녁에 혼자서 이모님께서 파스타를 드셨다.,파스타를 드셨다,-2.94235209511085,-1.2389198884367942,21.80352845596791
no_honorific,koelectra-base,어제 저녁에 혼자서 이모님이 호통을 쳤다.,호통을 쳤다,-3.231330893933773,-0.48210568229357403,21.17245669275313
verb_only,koelectra-base,어제 저녁에 혼자서 이모님이 호통을 치셨다.,호통을 치셨다,-2.6662169843912125,-0.5533778574317694,22.06627529478887
noun_only,koelectra-base,어제 저녁에 혼자서 이모님께서 호통을 쳤다.,호통을 쳤다,-4.181927195025815,-1.1741985778013866,20.98131104700058
all_honorific,koelectra-base,어제 저녁에 혼자서 이모님께서 호통을 치셨다.,호통을 치셨다,-3.126743335276842,-0.7563513126224279,22.106956758954563
no_honorific,koelectra-base,어제 저녁에 혼자서 이모님이 핸드폰을 샀다.,핸드폰을 샀다,-3.5124366366200976,-2.2125951846440635,20.6901746880364
verb_only,koelectra-base,어제 저녁에 혼자서 이모님이 핸드폰을 사셨다.,핸드폰을 사셨다,-3.2200877204537393,-2.5411172099411488,21.37223036413416
noun_only,koelectra-base,어제 저녁에 혼자서 이모님께서 핸드폰을 샀다.,핸드폰을 샀다,-4.15152267118295,-2.4598050763209662,20.761621784649638
all_honorific,koelectra-base,어제 저녁에 혼자서 이모님께서 핸드폰을 사셨다.,핸드폰을 사셨다,-3.614757265895605,-2.7142652329057455,21.43370109113615
no_honorific,koelectra-base,어제 저녁에 혼자서 이모님이 편지를 썼다.,편지를 썼다,-3.8308604108169675,-1.4545271396636963,21.264172976666455
verb_only,koelectra-base,어제 저녁에 혼자서 이모님이 편지를 쓰셨다.,편지를 쓰셨다,-3.094087030324671,-1.6290863355000813,22.182286535893677
noun_only,koelectra-base,어제 저녁에 혼자서 이모님께서 편지를 썼다.,편지를 썼다,-4.80188593827188,-1.5225997567176819,21.267491553897504
all_honorific,koelectra-base,어제 저녁에 혼자서 이모님께서 편지를 쓰셨다.,편지를 쓰셨다,-3.6598120282093682,-1.7882594267527263,22.432836365115445
no_honorific,koelectra-base,어제 저녁에 혼자서 이모님이 노래를 불렀다.,노래를 불렀다,-3.5347110889852047,-1.433915488421917,21.827281323843877
verb_only,koelectra-base,어제 저녁에 혼자서 이모님이 노래를 부르셨다.,노래를 부르셨다,-3.0293140096796884,-1.496846596399943,22.151148045059063
noun_only,koelectra-base,어제 저녁에 혼자서 이모님께서 노래를 불렀다.,노래를 불렀다,-4.303779949899763,-1.1575081646442413,21.777377462008317
all_honorific,koelectra-base,어제 저녁에 혼자서 이모님께서 노래를 부르셨다.,노래를 부르셨다,-3.639774727738566,-1.701031755656004,22.389386668201468
no_honorific,koelectra-base,어제 저녁에 혼자서 이모님이 티비를 봤다.,티비를 봤다,-4.157431913746728,-3.8031336466471353,20.6189147085473
verb_only,koelectra-base,어제 저녁에 혼자서 이모님이 티비를 보셨다.,티비를 보셨다,-3.3736711531877517,-2.6068538278341293,21.27353846390184
noun_only,koelectra-base,어제 저녁에 혼자서 이모님께서 티비를 봤다.,티비를 봤다,-4.701456765333812,-3.97237894932429,20.580197974185065
all_honorific,koelectra-base,어제 저녁에 혼자서 이모님께서 티비를 보셨다.,티비를 보셨다,-3.7496285036206247,-2.7208403795957565,21.192456211256662
no_honorific,koelectra-base,어제 저녁에 혼자서 이모님이 산책을 했다.,산책을 했다,-4.087307939098941,-3.266866482794285,20.734514567151244
verb_only,koelectra-base,어제 저녁에 혼자서 이모님이 산책을 하셨다.,산책을 하셨다,-3.066648434102535,-1.8118399512022734,21.20930500759639
noun_only,koelectra-base,어제 저녁에 혼자서 이모님께서 산책을 했다.,산책을 했다,-4.587676041656071,-3.4378721291820207,20.64902955864398
all_honorific,koelectra-base,어제 저녁에 혼자서 이모님께서 산책을 하셨다.,산책을 하셨다,-3.351372451335192,-1.7507708985358477,21.21508500052659
no_honorific,koelectra-base,어제 저녁에 혼자서 이모님이 정원을 가꿨다.,정원을 가꿨다,-3.4755079543048684,-2.5535012230277063,21.667535582555256
verb_only,koelectra-base,어제 저녁에 혼자서 이모님이 정원을 가꾸셨다.,정원을 가꾸셨다,-2.940217647362839,-2.17538358271122,21.479879120823416
noun_only,koelectra-base,어제 저녁에 혼자서 이모님께서 정원을 가꿨다.,정원을 가꿨다,-4.185024999759414,-3.0101042672991754,21.57306620036692
all_honorific,koelectra-base,어제 저녁에 혼자서 이모님께서 정원을 가꾸셨다.,정원을 가꾸셨다,-3.2080369391901926,-1.9972956694662571,21.258478287131084
no_honorific,koelectra-base,어제 저녁에 혼자서 이모님이 빨래를 널었다.,빨래를 널었다,-3.102781330794096,-1.650082416832447,21.328817815472767
verb_only,koelectra-base,어제 저녁에 혼자서 이모님이 빨래를 널으셨다.,빨래를 널으셨다,-2.805304292250763,-1.5884249180555343,21.83911235436203
noun_only,koelectra-base,어제 저녁에 혼자서 이모님께서 빨래를 널었다.,빨래를 널었다,-3.9969842091202734,-2.3298883102834225,21.550482814516823
all_honorific,koelectra-base,어제 저녁에 혼자서 이모님께서 빨래를 널으셨다.,빨래를 널으셨다,-3.193033014508811,-1.7538092330098152,21.797064660017885
no_honorific,koelectra-base,어제 저녁에 혼자서 손님이 책을 읽었다.,책을 읽었다,-4.124880575109273,-0.9288428177436193,20.35919063679791
verb_only,koelectra-base,어제 저녁에 혼자서 손님이 책을 읽으셨다.,책을 읽으셨다,-3.954900915061848,-1.2314741789596155,21.36792116683414
noun_only,koelectra-base,어제 저녁에 혼자서 손님께서 책을 읽었다.,책을 읽었다,-4.310094477401839,-1.357501596212387,21.468085238557848
all_honorific,koelectra-base,어제 저녁에 혼자서 손님께서 책을 읽으셨다.,책을 읽으셨다,-3.211007437016815,-0.6754064762499183,21.60718893415931
no_honorific,koelectra-base,어제 저녁에 혼자서 손님이 파스타를 먹었다.,파스타를 먹었다,-3.4663793152819076,-0.67603301955387,20.26310049010784
verb_only,koelectra-base,어제 저녁에 혼자서 손님이 파스타를 드셨다.,파스타를 드셨다,-3.5331491507589816,-1.5179811105132104,21.361940298167738
noun_only,koelectra-base,어제 저녁에 혼자서 손님께서 파스타를 먹었다.,파스타를 먹었다,-3.751899903267622,-0.863260492682457,21.345046098408183
all_honorific,koelectra-base,어제 저녁에 혼자서 손님께서 파스타를 드셨다.,파스타를 드셨다,-3.288426212289117,-1.051491814851761,22.075233527107013
no_honorific,koelectra-base,어제 저녁에 혼자서 손님이 호통을 쳤다.,호통을 쳤다,-3.775758317671716,-0.7957923710346222,20.461037386777654
verb_only,koelectra-base,어제 저녁에 혼자서 손님이 호통을 치셨다.,호통을 치셨다,-3.8032642379403114,-1.2926001977175474,21.712729871479592
noun_only,koelectra-base,어제 저녁에 혼자서 손님께서 호통을 쳤다.,호통을 쳤다,-4.397640023794439,-0.722849078476429,21.244961826634476
all_honorific,koelectra-base,어제 저녁에 혼자서 손님께서 호통을 치셨다.,호통을 치셨다,-3.42476975992322,-0.4613351337611675,22.160633232219446
no_honorific,koelectra-base,어제 저녁에 혼자서 손님이 핸드폰을 샀다.,핸드폰을 샀다,-4.574589209631085,-2.584264519313971,19.81365203723263
verb_only,koelectra-base,어제 저녁에 혼자서 손님이 핸드폰을 사셨다.,핸드폰을 사셨다,-4.804691771666209,-3.6409473810344934,21.229890642974066
noun_only,koelectra-base,어제 저녁에 혼자서 손님께서 핸드폰을 샀다.,핸드폰을 샀다,-4.5646767856346235,-2.6910349627335868,20.421836349270592
all_honorific,koelectra-base,어제 저녁에 혼자서 손님께서 핸드폰을 사셨다.,핸드폰을 사셨다,-4.02801049053669,-3.0448255985975266,21.490705772660533
no_honorific,koelectra-base,어제 저녁에 혼자서 손님이 편지를 썼다.,편지를 썼다,-5.06667061150074,-2.3266103267669678,20.565367566235864
verb_only,koelectra-base,어제 저녁에 혼자서 손님이 편지를 쓰셨다.,편지를 쓰셨다,-4.450545420870185,-2.1435537735621133,21.486205330652755
noun_only,koelectra-base,어제 저녁에 혼자서 손님께서 편지를 썼다.,편지를 썼다,-5.064677039626986,-1.4510825872421265,21.100406968931267
all_honorific,koelectra-base,어제 저녁에 혼자서 손님께서 편지를 쓰셨다.,편지를 쓰셨다,-4.199947507017189,-1.8403802911440532,22.2911639366407
no_honorific,koelectra-base,어제 저녁에 혼자서 손님이 노래를 불렀다.,노래를 불렀다,-4.76634760892817,-1.7807148173451424,21.487746295204484
verb_only,koelectra-base,어제 저녁에 혼자서 손님이 노래를 부르셨다.,노래를 부르셨다,-4.842033581342548,-3.040314024935166,22.005337026073953
noun_only,koelectra-base,어제 저녁에 혼자서 손님께서 노래를 불렀다.,노래를 불렀다,-4.349614828824997,-0.49348410964012146,21.996363659282533
all_honorific,koelectra-base,어제 저녁에 혼자서 손님께서 노래를 부르셨다.,노래를 부르셨다,-3.708172824854652,-1.2415233757346869,22.486778379593265
no_honorific,koelectra-base,어제 저녁에 혼자서 손님이 티비를 봤다.,티비를 봤다,-5.142451364547014,-3.9607468843460083,20.493141732179517
verb_only,koelectra-base,어제 저녁에 혼자서 손님이 티비를 보셨다.,티비를 보셨다,-4.760022960603237,-3.549185484647751,21.221709772237823
noun_only,koelectra-base,어제 저녁에 혼자서 손님께서 티비를 봤다.,티비를 봤다,-4.850754766000642,-3.70361065864563,20.465528197756985
all_honorific,koelectra-base,어제 저녁에 혼자서 손님께서 티비를 보셨다.,티비를 보셨다,-3.9852379620075227,-2.5575271248817444,21.53489293118141
no_honorific,koelectra-base,어제 저녁에 혼자서 손님이 산책을 했다.,산책을 했다,-5.750384700484574,-4.097169175744057,20.628218282028374
verb_only,koelectra-base,어제 저녁에 혼자서 손님이 산책을 하셨다.,산책을 하셨다,-4.787026979029179,-2.8165047504007816,21.34309237549438
noun_only,koelectra-base,어제 저녁에 혼자서 손님께서 산책을 했다.,산책을 했다,-4.9547995167473955,-2.6198561315735183,20.70657357776147
