condition,distance,sentence,subject,verb_phrase,target_phrase,grammatical,mask_char_pos
all_honorific,far,교수님께서 어제 저녁에 혼자서 핸드폰을 사셨다.,교수님께서,핸드폰을 사셨다,사셨다,True,24
no_honorific,far,교수님이 어제 저녁에 혼자서 편지를 썼다.,교수님이,편지를 썼다,썼다,True,20
verb_only,far,교수님이 어제 저녁에 혼자서 편지를 쓰셨다.,교수님이,편지를 쓰셨다,쓰셨다,True,21
noun_only,far,교수님께서 어제 저녁에 혼자서 편지를 썼다.,교수님께서,편지를 썼다,썼다,False,21
all_honorific,far,교수님께서 어제 저녁에 혼자서 편지를 쓰셨다.,교수님께서,편지를 쓰셨다,쓰셨다,True,23
no_honorific,far,교수님이 어제 저녁에 혼자서 노래를 불렀다.,교수님이,노래를 불렀다,불렀다,True,21
verb_only,far,교수님이 어제 저녁에 혼자서 노래를 부르셨다.,교수님이,노래를 부르셨다,부르셨다,True,22
noun_only,far,교수님께서 어제 저녁에 혼자서 노래를 불렀다.,교수님께서,노래를 불렀다,불렀다,False,22
all_honorific,far,교수님께서 어제 저녁에 혼자서 노래를 부르셨다.,교수님께서,노래를 부르셨다,부르셨다,True,24
no_honorific,far,교수님이 어제 저녁에 혼자서 티비를 봤다.,교수님이,티비를 봤다,봤다,True,20
verb_only,far,교수님이 어제 저녁에 혼자서 티비를 보셨다.,교수님이,티비를 보셨다,보셨다,True,21
noun_only,far,교수님께서 어제 저녁에 혼자서 티비를 봤다.,교수님께서,티비를 봤다,봤다,False,21
all_honorific,far,교수님께서 어제 저녁에 혼자서 티비를 보셨다.,교수님께서,티비를 보셨다,보셨다,True,23
no_honorific,far,교수님이 어제 저녁에 혼자서 산책을 했다.,교수님이,산책을 했다,했다,True,20
verb_only,far,교수님이 어제 저녁에 혼자서 산책을 하셨다.,교수님이,산책을 하셨다,하셨다,True,21
noun_only,far,교수님께서 어제 저녁에 혼자서 산책을 했다.,교수님께서,산책을 했다,했다,False,21
all_honorific,far,교수님께서 어제 저녁에 혼자서 산책을 하셨다.,교수님께서,산책을 하셨다,하셨다,True,23
no_honorific,far,교수님이 어제 저녁에 혼자서 정원을 가꿨다.,교수님이,정원을 가꿨다,가꿨다,True,21
verb_only,far,교수님이 어제 저녁에 혼자서 정원을 가꾸셨다.,교수님이,정원을 가꾸셨다,가꾸셨다,True,22
noun_only,far,교수님께서 어제 저녁에 혼자서 정원을 가꿨다.,교수님께서,정원을 가꿨다,가꿨다,False,22
all_honorific,far,교수님께서 어제 저녁에 혼자서 정원을 가꾸셨다.,교수님께서,정원을 가꾸셨다,가꾸셨다,True,24
no_honorific,far,교수님이 어제 저녁에 혼자서 빨래를 널었다.,교수님이,빨래를 널었다,널었다,True,21
verb_only,far,교수님이 어제 저녁에 혼자서 빨래를 널으셨다.,교수님이,빨래를 널으셨다,널으셨다,True,22
noun_only,far,교수님께서 어제 저녁에 혼자서 빨래를 널었다.,교수님께서,빨래를 널었다,널었다,False,22
all_honorific,far,교수님께서 어제 저녁에 혼자서 빨래를 널으셨다.,교수님께서,빨래를 널으셨다,널으셨다,True,24
no_honorific,far,어머니가 어제 저녁에 혼자서 책을 읽었다.,어머니가,책을 읽었다,읽었다,True,20
verb_only,far,어머니가 어제 저녁에 혼자서 책을 읽으셨다.,어머니가,책을 읽으셨다,읽으셨다,True,21
noun_only,far,어머니께서 어제 저녁에 혼자서 책을 읽었다.,어머니께서,책을 읽었다,읽었다,False,21
all_honorific,far,어머니께서 어제 저녁에 혼자서 책을 읽으셨다.,어머니께서,책을 읽으셨다,읽으셨다,True,23
no_honorific,far,어머니가 어제 저녁에 혼자서 파스타를 먹었다.,어머니가,파스타를 먹었다,먹었다,True,22
verb_only,far,어머니가 어제 저녁에 혼자서 파스타를 드셨다.,어머니가,파스타를 드셨다,드셨다,True,22
noun_only,far,어머니께서 어제 저녁에 혼자서 파스타를 먹었다.,어머니께서,파스타를 먹었다,먹었다,False,23
all_honorific,far,어머니께서 어제 저녁에 혼자서 파스타를 드셨다.,어머니께서,파스타를 드셨다,드셨다,True,24
no_honorific,far,어머니가 어제 저녁에 혼자서 호통을 쳤다.,어머니가,호통을 쳤다,쳤다,True,20
verb_only,far,어머니가 어제 저녁에 혼자서 호통을 치셨다.,어머니가,호통을 치셨다,치셨다,True,21
noun_only,far,어머니께서 어제 저녁에 혼자서 호통을 쳤다.,어머니께서,호통을 쳤다,쳤다,False,21
all_honorific,far,어머니께서 어제 저녁에 혼자서 호통을 치셨다.,어머니께서,호통을 치셨다,치셨다,True,23
no_honorific,far,어머니가 어제 저녁에 혼자서 핸드폰을 샀다.,어머니가,핸드폰을 샀다,샀다,True,21
verb_only,far,어머니가 어제 저녁에 혼자서 핸드폰을 사셨다.,어머니가,핸드폰을 사셨다,사셨다,True,22
noun_only,far,어머니께서 어제 저녁에 혼자서 핸드폰을 샀다.,어머니께서,핸드폰을 샀다,샀다,False,22
all_honorific,far,어머니께서 어제 저녁에 혼자서 핸드폰을 사셨다.,어머니께서,핸드폰을 사셨다,사셨다,True,24
no_honorific,far,어머니가 어제 저녁에 혼자서 편지를 썼다.,어머니가,편지를 썼다,썼다,True,20
verb_only,far,어머니가 어제 저녁에 혼자서 편지를 쓰셨다.,어머니가,편지를 쓰셨다,쓰셨다,True,21
noun_only,far,어머니께서 어제 저녁에 혼자서 편지를 썼다.,어머니께서,편지를 썼다,썼다,False,21
all_honorific,far,어머니께서 어제 저녁에 혼자서 편지를 쓰셨다.,어머니께서,편지를 쓰셨다,쓰셨다,True,23
no_honorific,far,어머니가 어제 저녁에 혼자서 노래를 불렀다.,어머니가,노래를 불렀다,불렀다,True,21
verb_only,far,어머니가 어제 저녁에 혼자서 노래를 부르셨다.,어머니가,노래를 부르셨다,부르셨다,True,22
noun_only,far,어머니께서 어제 저녁에 혼자서 노래를 불렀다.,어머니께서,노래를 불렀다,불렀다,False,22
all_honorific,far,어머니께서 어제 저녁에 혼자서 노래를 부르셨다.,어머니께서,노래를 부르셨다,부르셨다,True,24
no_honorific,far,어머니가 어제 저녁에 혼자서 티비를 봤다.,어머니가,티비를 봤다,봤다,True,20
verb_only,far,어머니가 어제 저녁에 혼자서 티비를 보셨다.,어머니가,티비를 보셨다,보셨다,True,21
noun_only,far,어머니께서 어제 저녁에 혼자서 티비를 봤다.,어머니께서,티비를 봤다,봤다,False,21
all_honorific,far,어머니께서 어제 저녁에 혼자서 티비를 보셨다.,어머니께서,티비를 보셨다,보셨다,True,23
no_honorific,far,어머니가 어제 저녁에 혼자서 산책을 했다.,어머니가,산책을 했다,했다,True,20
verb_only,far,어머니가 어제 저녁에 혼자서 산책을 하셨다.,어머니가,산책을 하셨다,하셨다,True,21
noun_only,far,어머니께서 어제 저녁에 혼자서 산책을 했다.,어머니께서,산책을 했다,했다,False,21
all_honorific,far,어머니께서 어제 저녁에 혼자서 산책을 하셨다.,어머니께서,산책을 하셨다,하셨다,True,23
no_honorific,far,어머니가 어제 저녁에 혼자서 정원을 가꿨다.,어머니가,정원을 가꿨다,가꿨다,True,21
verb_only,far,어머니가 어제 저녁에 혼자서 정원을 가꾸셨다.,어머니가,정원을 가꾸셨다,가꾸셨다,True,22
noun_only,far,어머니께서 어제 저녁에 혼자서 정원을 가꿨다.,어머니께서,정원을 가꿨다,가꿨다,False,22
all_honorific,far,어머니께서 어제 저녁에 혼자서 정원을 가꾸셨다.,어머니께서,정원을 가꾸셨다,가꾸셨다,True,24
no_honorific,far,어머니가 어제 저녁에 혼자서 빨래를 널었다.,어머니가,빨래를 널었다,널었다,True,21
verb_only,far,어머니가 어제 저녁에 혼자서 빨래를 널으셨다.,어머니가,빨래를 널으셨다,널으셨다,True,22
noun_only,far,어머니께서 어제 저녁에 혼자서 빨래를 널었다.,어머니께서,빨래를 널었다,널었다,False,22
all_honorific,far,어머니께서 어제 저녁에 혼자서 빨래를 널으셨다.,어머니께서,빨래를 널으셨다,널으셨다,True,24
no_honorific,far,아버지가 어제 저녁에 혼자서 책을 읽었다.,아버지가,책을 읽었다,읽었다,True,20
verb_only,far,아버지가 어제 저녁에 혼자서 책을 읽으셨다.,아버지가,책을 읽으셨다,읽으셨다,True,21
noun_only,far,아버지께서 어제 저녁에 혼자서 책을 읽었다.,아버지께서,책을 읽었다,읽었다,False,21
all_honorific,far,아버지께서 어제 저녁에 혼자서 책을 읽으셨다.,아버지께서,책을 읽으셨다,읽으셨다,True,23
no_honorific,far,아버지가 어제 저녁에 혼자서 파스타를 먹었다.,아버지가,파스타를 먹었다,먹었다,True,22
verb_only,far,아버지가 어제 저녁에 혼자서 파스타를 드셨다.,아버지가,파스타를 드셨다,드셨다,True,22
noun_only,far,아버지께서 어제 저녁에 혼자서 파스타를 먹었다.,아버지께서,파스타를 먹었다,먹었다,False,23
all_honorific,far,아버지께서 어제 저녁에 혼자서 파스타를 드셨다.,아버지께서,파스타를 드셨다,드셨다,True,24
no_honorific,far,아버지가 어제 저녁에 혼자서 호통을 쳤다.,아버지가,호통을 쳤다,쳤다,True,20
verb_only,far,아버지가 어제 저녁에 혼자서 호통을 치셨다.,아버지가,호통을 치셨다,치셨다,True,21
noun_only,far,아버지께서 어제 저녁에 혼자서 호통을 쳤다.,아버지께서,호통을 쳤다,쳤다,False,21
all_honorific,far,아버지께서 어제 저녁에 혼자서 호통을 치셨다.,아버지께서,호통을 치셨다,치셨다,True,23
no_honorific,far,아버지가 어제 저녁에 혼자서 핸드폰을 샀다.,아버지가,핸드폰을 샀다,샀다,True,21
verb_only,far,아버지가 어제 저녁에 혼자서 핸드폰을 사셨다.,아버지가,핸드폰을 사셨다,사셨다,True,22
noun_only,far,아버지께서 어제 저녁에 혼자서 핸드폰을 샀다.,아버지께서,핸드폰을 샀다,샀다,False,22
all_honorific,far,아버지께서 어제 저녁에 혼자서 핸드폰을 사셨다.,아버지께서,핸드폰을 사셨다,사셨다,True,24
no_honorific,far,아버지가 어제 저녁에 혼자서 편지를 썼다.,아버지가,편지를 썼다,썼다,True,20
verb_only,far,아버지가 어제 저녁에 혼자서 편지를 쓰셨다.,아버지가,편지를 쓰셨다,쓰셨다,True,21
noun_only,far,아버지께서 어제 저녁에 혼자서 편지를 썼다.,아버지께서,편지를 썼다,썼다,False,21
all_honorific,far,아버지께서 어제 저녁에 혼자서 편지를 쓰셨다.,아버지께서,편지를 쓰셨다,쓰셨다,True,23
no_honorific,far,아버지가 어제 저녁에 혼자서 노래를 불렀다.,아버지가,노래를 불렀다,불렀다,True,21
verb_only,far,아버지가 어제 저녁에 혼자서 노래를 부르셨다.,아버지가,노래를 부르셨다,부르셨다,True,22
noun_only,far,아버지께서 어제 저녁에 혼자서 노래를 불렀다.,아버지께서,노래를 불렀다,불렀다,False,22
all_honorific,far,아버지께서 어제 저녁에 혼자서 노래를 부르셨다.,아버지께서,노래를 부르셨다,부르셨다,True,24
no_honorific,far,아버지가 어제 저녁에 혼자서 티비를 봤다.,아버지가,티비를 봤다,봤다,True,20
verb_only,far,아버지가 어제 저녁에 혼자서 티비를 보셨다.,아버지가,티비를 보셨다,보셨다,True,21
noun_only,far,아버지께서 어제 저녁에 혼자서 티비를 봤다.,아버지께서,티비를 봤다,봤다,False,21
all_honorific,far,아버지께서 어제 저녁에 혼자서 티비를 보셨다.,아버지께서,티비를 보셨다,보셨다,True,23
no_honorific,far,아버지가 어제 저녁에 혼자서 산책을 했다.,아버지가,산책을 했다,했다,True,20
verb_only,far,아버지가 어제 저녁에 혼자서 산책을 하셨다.,아버지가,산책을 하셨다,하셨다,True,21
noun_only,far,아버지께서 어제 저녁에 혼자서 산책을 했다.,아버지께서,산책을 했다,했다,False,21
all_honorific,far,아버지께서 어제 저녁에 혼자서 산책을 하셨다.,아버지께서,산책을 하셨다,하셨다,True,23
no_honorific,far,아버지가 어제 저녁에 혼자서 정원을 가꿨다.,아버지가,정원을 가꿨다,가꿨다,True,21
verb_only,far,아버지가 어제 저녁에 혼자서 정원을 가꾸셨다.,아버지가,정원을 가꾸셨다,가꾸셨다,True,22
noun_only,far,아버지께서 어제 저녁에 혼자서 정원을 가꿨다.,아버지께서,정원을 가꿨다,가꿨다,False,22
all_honorific,far,아버지께서 어제 저녁에 혼자서 정원을 가꾸셨다.,아버지께서,정원을 가꾸셨다,가꾸셨다,True,24
no_honorific,far,아버지가 어제 저녁에 혼자서 빨래를 널었다.,아버지가,빨래를 널었다,널었다,True,21
verb_only,far,아버지가 어제 저녁에 혼자서 빨래를 널으셨다.,아버지가,빨래를 널으셨다,널으셨다,True,22
noun_only,far,아버지께서 어제 저녁에 혼자서 빨래를 널었다.,아버지께서,빨래를 널었다,널었다,False,22
all_honorific,far,아버지께서 어제 저녁에 혼자서 빨래를 널으셨다.,아버지께서,빨래를 널으셨다,널으셨다,True,24
no_honorific,far,할머니가 어제 저녁에 혼자서 책을 읽었다.,할머니가,책을 읽었다,읽었다,True,20
verb_only,far,할머니가 어제 저녁에 혼자서 책을 읽으셨다.,할머니가,책을 읽으셨다,읽으셨다,True,21
noun_only,far,할머니께서 어제 저녁에 혼자서 책을 읽었다.,할머니께서,책을 읽었다,읽었다,False,21
all_honorific,far,할머니께서 어제 저녁에 혼자서 책을 읽으셨다.,할머니께서,책을 읽으셨다,읽으셨다,True,23
no_honorific,far,할머니가 어제 저녁에 혼자서 파스타를 먹었다.,할머니가,파스타를 먹었다,먹었다,True,22
verb_only,far,할머니가 어제 저녁에 혼자서 파스타를 드셨다.,할머니가,파스타를 드셨다,드셨다,True,22
noun_only,far,할머니께서 어제 저녁에 혼자서 파스타를 먹었다.,할머니께서,파스타를 먹었다,먹었다,False,23
all_honorific,far,할머니께서 어제 저녁에 혼자서 파스타를 드셨다.,할머니께서,파스타를 드셨다,드셨다,True,24
no_honorific,far,할머니가 어제 저녁에 혼자서 호통을 쳤다.,할머니가,호통을 쳤다,쳤다,True,20
verb_only,far,할머니가 어제 저녁에 혼자서 호통을 치셨다.,할머니가,호통을 치셨다,치셨다,True,21
noun_only,far,할머니께서 어제 저녁에 혼자서 호통을 쳤다.,할머니께서,호통을 쳤다,쳤다,False,21
all_honorific,far,할머니께서 어제 저녁에 혼자서 호통을 치셨다.,할머니께서,호통을 치셨다,치셨다,True,23
no_honorific,far,할머니가 어제 저녁에 혼자서 핸드폰을 샀다.,할머니가,핸드폰을 샀다,샀다,True,21
verb_only,far,할머니가 어제 저녁에 혼자서 핸드폰을 사셨다.,할머니가,핸드폰을 사셨다,사셨다,True,22
noun_only,far,할머니께서 어제 저녁에 혼자서 핸드폰을 샀다.,할머니께서,핸드폰을 샀다,샀다,False,22
all_honorific,far,할머니께서 어제 저녁에 혼자서 핸드폰을 사셨다.,할머니께서,핸드폰을 사셨다,사셨다,True,24
no_honorific,far,할머니가 어제 저녁에 혼자서 편지를 썼다.,할머니가,편지를 썼다,썼다,True,20
verb_only,far,할머니가 어제 저녁에 혼자서 편지를 쓰셨다.,할머니가,편지를 쓰셨다,쓰셨다,True,21
noun_only,far,할머니께서 어제 저녁에 혼자서 편지를 썼다.,할머니께서,편지를 썼다,썼다,False,21
all_honorific,far,할머니께서 어제 저녁에 혼자서 편지를 쓰셨다.,할머니께서,편지를 쓰셨다,쓰셨다,True,23
no_honorific,far,할머니가 어제 저녁에 혼자서 노래를 불렀다.,할머니가,노래를 불렀다,불렀다,True,21
verb_only,far,할머니가 어제 저녁에 혼자서 노래를 부르셨다.,할머니가,노래를 부르셨다,부르셨다,True,22
noun_only,far,할머니께서 어제 저녁에 혼자서 노래를 불렀다.,할머니께서,노래를 불렀다,불렀다,False,22
all_honorific,far,할머니께서 어제 저녁에 혼자서 노래를 부르셨다.,할머니께서,노래를 부르셨다,부르셨다,True,24
no_honorific,far,할머니가 어제 저녁에 혼자서 티비를 봤다.,할머니가,티비를 봤다,봤다,True,20
verb_only,far,할머니가 어제 저녁에 혼자서 티비를 보셨다.,할머니가,티비를 보셨다,보셨다,True,21
noun_only,far,할머니께서 어제 저녁에 혼자서 티비를 봤다.,할머니께서,티비를 봤다,봤다,False,21
all_honorific,far,할머니께서 어제 저녁에 혼자서 티비를 보셨다.,할머니께서,티비를 보셨다,보셨다,True,23
no_honorific,far,할머니가 어제 저녁에 혼자서 산책을 했다.,할머니가,산책을 했다,했다,True,20
verb_only,far,할머니가 어제 저녁에 혼자서 산책을 하셨다.,할머니가,산책을 하셨다,하셨다,True,21
noun_only,far,할머니께서 어제 저녁에 혼자서 산책을 했다.,할머니께서,산책을 했다,했다,False,21
all_honorific,far,할머니께서 어제 저녁에 혼자서 산책을 하셨다.,할머니께서,산책을 하셨다,하셨다,True,23
no_honorific,far,할머니가 어제 저녁에 혼자서 정원을 가꿨다.,할머니가,정원을 가꿨다,가꿨다,True,21
verb_only,far,할머니가 어제 저녁에 혼자서 정원을 가꾸셨다.,할머니가,정원을 가꾸셨다,가꾸셨다,True,22
noun_only,far,할머니께서 어제 저녁에 혼자서 정원을 가꿨다.,할머니께서,정원을 가꿨다,가꿨다,False,22
all_honorific,far,할머니께서 어제 저녁에 혼자서 정원을 가꾸셨다.,할머니께서,정원을 가꾸셨다,가꾸셨다,True,24
no_honorific,far,할머니가 어제 저녁에 혼자서 빨래를 널었다.,할머니가,빨래를 널었다,널었다,True,21
verb_only,far,할머니가 어제 저녁에 혼자서 빨래를 널으셨다.,할머니가,빨래를 널으셨다,널으셨다,True,22
noun_only,far,할머니께서 어제 저녁에 혼자서 빨래를 널었다.,할머니께서,빨래를 널었다,널었다,False,22
all_honorific,far,할머니께서 어제 저녁에 혼자서 빨래를 널으셨다.,할머니께서,빨래를 널으셨다,널으셨다,True,24
no_honorific,far,할아버지가 어제 저녁에 혼자서 책을 읽었다.,할아버지가,책을 읽었다,읽었다,True,21
verb_only,far,할아버지가 어제 저녁에 혼자서 책을 읽으셨다.,할아버지가,책을 읽으셨다,읽으셨다,True,22
noun_only,far,할아버지께서 어제 저녁에 혼자서 책을 읽었다.,할아버지께서,책을 읽었다,읽었다,False,22
all_honorific,far,할아버지께서 어제 저녁에 혼자서 책을 읽으셨다.,할아버지께서,책을 읽으셨다,읽으셨다,True,24
no_honorific,far,할아버지가 어제 저녁에 혼자서 파스타를 먹었다.,할아버지가,파스타를 먹었다,먹었다,True,23
verb_only,far,할아버지가 어제 저녁에 혼자서 파스타를 드셨다.,할아버지가,파스타를 드셨다,드셨다,True,23
noun_only,far,할아버지께서 어제 저녁에 혼자서 파스타를 먹었다.,할아버지께서,파스타를 먹었다,먹었다,False,24
all_honorific,far,할아버지께서 어제 저녁에 혼자서 파스타를 드셨다.,할아버지께서,파스타를 드셨다,드셨다,True,25
no_honorific,far,할아버지가 어제 저녁에 혼자서 호통을 쳤다.,할아버지가,호통을 쳤다,쳤다,True,21
verb_only,far,할아버지가 어제 저녁에 혼자서 호통을 치셨다.,할아버지가,호통을 치셨다,치셨다,True,22
noun_only,far,할아버지께서 어제 저녁에 혼자서 호통을 쳤다.,할아버지께서,호통을 쳤다,쳤다,False,22
all_honorific,far,할아버지께서 어제 저녁에 혼자서 호통을 치셨다.,할아버지께서,호통을 치셨다,치셨다,True,24
no_honorific,far,할아버지가 어제 저녁에 혼자서 핸드폰을 샀다.,할아버지가,핸드폰을 샀다,샀다,True,22
verb_only,far,할아버지가 어제 저녁에 혼자서 핸드폰을 사셨다.,할아버지가,핸드폰을 사셨다,사셨다,True,23
noun_only,far,할아버지께서 어제 저녁에 혼자서 핸드폰을 샀다.,할아버지께서,핸드폰을 샀다,샀다,False,23
all_honorific,far,할아버지께서 어제 저녁에 혼자서 핸드폰을 사셨다.,할아버지께서,핸드폰을 사셨다,사셨다,True,25
no_honorific,far,할아버지가 어제 저녁에 혼자서 편지를 썼다.,할아버지가,편지를 썼다,썼다,True,21
verb_only,far,할아버지가 어제 저녁에 혼자서 편지를 쓰셨다.,할아버지가,편지를 쓰셨다,쓰셨다,True,22
noun_only,far,할아버지께서 어제 저녁에 혼자서 편지를 썼다.,할아버지께서,편지를 썼다,썼다,False,22
all_honorific,far,할아버지께서 어제 저녁에 혼자서 편지를 쓰셨다.,할아버지께서,편지를 쓰셨다,쓰셨다,True,24
no_honorific,far,할아버지가 어제 저녁에 혼자서 노래를 불렀다.,할아버지가,노래를 불렀다,불렀다,True,22
verb_only,far,할아버지가 어제 저녁에 혼자서 노래를 부르셨다.,할아버지가,노래를 부르셨다,부르셨다,True,23
noun_only,far,할아버지께서 어제 저녁에 혼자서 노래를 불렀다.,할아버지께서,노래를 불렀다,불렀다,False,23
all_honorific,far,할아버지께서 어제 저녁에 혼자서 노래를 부르셨다.,할아버지께서,노래를 부르셨다,부르셨다,True,25
no_honorific,far,할아버지가 어제 저녁에 혼자서 티비를 봤다.,할아버지가,티비를 봤다,봤다,True,21
verb_only,far,할아버지가 어제 저녁에 혼자서 티비를 보셨다.,할아버지가,티비를 보셨다,보셨다,True,22
noun_only,far,할아버지께서 어제 저녁에 혼자서 티비를 봤다.,할아버지께서,티비를 봤다,봤다,False,22
all_honorific,far,할아버지께서 어제 저녁에 혼자서 티비를 보셨다.,할아버지께서,티비를 보셨다,보셨다,True,24
no_honorific,far,할아버지가 어제 저녁에 혼자서 산책을 했다.,할아버지가,산책을 했다,했다,True,21
verb_only,far,할아버지가 어제 저녁에 혼자서 산책을 하셨다.,할아버지가,산책을 하셨다,하셨다,True,22
noun_only,far,할아버지께서 어제 저녁에 혼자서 산책을 했다.,할아버지께서,산책을 했다,했다,False,22
all_honorific,far,할아버지께서 어제 저녁에 혼자서 산책을 하셨다.,할아버지께서,산책을 하셨다,하셨다,True,24
no_honorific,far,할아버지가 어제 저녁에 혼자서 정원을 가꿨다.,할아버지가,정원을 가꿨다,가꿨다,True,22
verb_only,far,할아버지가 어제 저녁에 혼자서 정원을 가꾸셨다.,할아버지가,정원을 가꾸셨다,가꾸셨다,True,23
noun_only,far,할아버지께서 어제 저녁에 혼자서 정원을 가꿨다.,할아버지께서,정원을 가꿨다,가꿨다,False,23
all_honorific,far,할아버지께서 어제 저녁에 혼자서 정원을 가꾸셨다.,할아버지께서,정원을 가꾸셨다,가꾸셨다,True,25
no_honorific,far,할아버지가 어제 저녁에 혼자서 빨래를 널었다.,할아버지가,빨래를 널었다,널었다,True,22
verb_only,far,할아버지가 어제 저녁에 혼자서 빨래를 널으셨다.,할아버지가,빨래를 널으셨다,널으셨다,True,23
noun_only,far,할아버지께서 어제 저녁에 혼자서 빨래를 널었다.,할아버지께서,빨래를 널었다,널었다,False,23
all_honorific,far,할아버지께서 어제 저녁에 혼자서 빨래를 널으셨다.,할아버지께서,빨래를 널으셨다,널으셨다,True,25
no_honorific,far,사장님이 어제 저녁에 혼자서 책을 읽었다.,사장님이,책을 읽었다,읽었다,True,20
verb_only,far,사장님이 어제 저녁에 혼자서 책을 읽으셨다.,사장님이,책을 읽으셨다,읽으셨다,True,21
noun_only,far,사장님께서 어제 저녁에 혼자서 책을 읽었다.,사장님께서,책을 읽었다,읽었다,False,21
all_honorific,far,사장님께서 어제 저녁에 혼자서 책을 읽으셨다.,사장님께서,책을 읽으셨다,읽으셨다,True,23
no_honorific,far,사장님이 어제 저녁에 혼자서 파스타를 먹었다.,사장님이,파스타를 먹었다,먹었다,True,22
verb_only,far,사장님이 어제 저녁에 혼자서 파스타를 드셨다.,사장님이,파스타를 드셨다,드셨다,True,22
noun_only,far,사장님께서 어제 저녁에 혼자서 파스타를 먹었다.,사장님께서,파스타를 먹었다,먹었다,False,23
all_honorific,far,사장님께서 어제 저녁에 혼자서 파스타를 드셨다.,사장님께서,파스타를 드셨다,드셨다,True,24
no_honorific,far,사장님이 어제 저녁에 혼자서 호통을 쳤다.,사장님이,호통을 쳤다,쳤다,True,20
verb_only,far,사장님이 어제 저녁에 혼자서 호통을 치셨다.,사장님이,호통을 치셨다,치셨다,True,21
noun_only,far,사장님께서 어제 저녁에 혼자서 호통을 쳤다.,사장님께서,호통을 쳤다,쳤다,False,21
all_honorific,far,사장님께서 어제 저녁에 혼자서 호통을 치셨다.,사장님께서,호통을 치셨다,치셨다,True,23
no_honorific,far,사장님이 어제 저녁에 혼자서 핸드폰을 샀다.,사장님이,핸드폰을 샀다,샀다,True,21
verb_only,far,사장님이 어제 저녁에 혼자서 핸드폰을 사셨다.,사장님이,핸드폰을 사셨다,사셨다,True,22
noun_only,far,사장님께서 어제 저녁에 혼자서 핸드폰을 샀다.,사장님께서,핸드폰을 샀다,샀다,False,22
all_honorific,far,사장님께서 어제 저녁에 혼자서 핸드폰을 사셨다.,사장님께서,핸드폰을 사셨다,사셨다,True,24
no_honorific,far,사장님이 어제 저녁에 혼자서 편지를 썼다.,사장님이,편지를 썼다,썼다,True,20
verb_only,far,사장님이 어제 저녁에 혼자서 편지를 쓰셨다.,사장님이,편지를 쓰셨다,쓰셨다,True,21
noun_only,far,사장님께서 어제 저녁에 혼자서 편지를 썼다.,사장님께서,편지를 썼다,썼다,False,21
all_honorific,far,사장님께서 어제 저녁에 혼자서 편지를 쓰셨다.,사장님께서,편지를 쓰셨다,쓰셨다,True,23
no_honorific,far,사장님이 어제 저녁에 혼자서 노래를 불렀다.,사장님이,노래를 불렀다,불렀다,True,21
verb_only,far,사장님이 어제 저녁에 혼자서 노래를 부르셨다.,사장님이,노래를 부르셨다,부르셨다,True,22
noun_only,far,사장님께서 어제 저녁에 혼자서 노래를 불렀다.,사장님께서,노래를 불렀다,불렀다,False,22
all_honorific,far,사장님께서 어제 저녁에 혼자서 노래를 부르셨다.,사장님께서,노래를 부르셨다,부르셨다,True,24
no_honorific,far,사장님이 어제 저녁에 혼자서 티비를 봤다.,사장님이,티비를 봤다,봤다,True,20
verb_only,far,사장님이 어제 저녁에 혼자서 티비를 보셨다.,사장님이,티비를 보셨다,보셨다,True,21
noun_only,far,사장님께서 어제 저녁에 혼자서 티비를 봤다.,사장님께서,티비를 봤다,봤다,False,21
all_honorific,far,사장님께서 어제 저녁에 혼자서 티비를 보셨다.,사장님께서,티비를 보셨다,보셨다,True,23
no_honorific,far,사장님이 어제 저녁에 혼자서 산책을 했다.,사장님이,산책을 했다,했다,True,20
verb_only,far,사장님이 어제 저녁에 혼자서 산책을 하셨다.,사장님이,산책을 하셨다,하셨다,True,21
noun_only,far,사장님께서 어제 저녁에 혼자서 산책을 했다.,사장님께서,산책을 했다,했다,False,21
all_honorific,far,사장님께서 어제 저녁에 혼자서 산책을 하셨다.,사장님께서,산책을 하셨다,하셨다,True,23
no_honorific,far,사장님이 어제 저녁에 혼자서 정원을 가꿨다.,사장님이,정원을 가꿨다,가꿨다,True,21
verb_only,far,사장님이 어제 저녁에 혼자서 정원을 가꾸셨다.,사장님이,정원을 가꾸셨다,가꾸셨다,True,22
noun_only,far,사장님께서 어제 저녁에 혼자서 정원을 가꿨다.,사장님께서,정원을 가꿨다,가꿨다,False,22
all_honorific,far,사장님께서 어제 저녁에 혼자서 정원을 가꾸셨다.,사장님께서,정원을 가꾸셨다,가꾸셨다,True,24
no_honorific,far,사장님이 어제 저녁에 혼자서 빨래를 널었다.,사장님이,빨래를 널었다,널었다,True,21
verb_only,far,사장님이 어제 저녁에 혼자서 빨래를 널으셨다.,사장님이,빨래를 널으셨다,널으셨다,True,22
noun_only,far,사장님께서 어제 저녁에 혼자서 빨래를 널었다.,사장님께서,빨래를 널었다,널었다,False,22
all_honorific,far,사장님께서 어제 저녁에 혼자서 빨래를 널으셨다.,사장님께서,빨래를 널으셨다,널으셨다,True,24
no_honorific,far,팀장님이 어제 저녁에 혼자서 책을 읽었다.,팀장님이,책을 읽었다,읽었다,True,20
verb_only,far,팀장님이 어제 저녁에 혼자서 책을 읽으셨다.,팀장님이,책을 읽으셨다,읽으셨다,True,21
